true_text,pred_text
ทาง ECU ก็เลยจับลูกค้าแต่ละรายนํามา,ก็เลยจับลูกค้าเสียรายเนี่ย นำมา
console เป็นตู้เดียวกัน,ผ่อนโชว์เป็นตู้เดียวกัน
แล้วก็จัดส่งไปที่ปลายทางที่เหมือนๆกัน,แล้วก็จะสูงไปที่ปลายทางที่เหมือนเหมือนกัน
ส่วนอันที่ 3 คือ,อันที่สามคือ อีเมล
inland container,คุณไม่ชอบ
trucking service,กิน ซูบิด
เป็นรถหัวลากให้บริการรถหัวลากให้กับลูกค้าภายในประเทศ,ลด หัวราก ให้ ให้บริการลด หัวราก นะครับให้กับลูกค้าภายในประเทศ
ซึ่งเราจะลากอาจจะจากท่าเรือไปคลังสินค้า,ที่เราจะล่าอาจจะจับช้าเรือไปทางสิงหา
หรือจากสินค้าไปท่าเรือครับ,ไปจับสินค้าไปท่านเหลือพระ
ส่วนอันสุดท้ายนะครับ เป็นตัว,สูตร อัน สุดท้าย นะ ครับ เป็น ตัว
domestic คือการขนส่งสินค้าทางราง,Domestic คือการขนส่งสินค้าทางราง
ทั้งภายในประเทศ และก็ต่างประเทศ,ทั้งภายในประเทศ และโลกต่างประเทศ
ซึ่งเซอร์วิสนี้เป็นเซอร์วิสใหม่ที่เราเพิ่งทํา,ซึ่งโซลิตนี้เป็นโซลิตใหม่ที่เราเพิ่งทำ
ส่วนของ international เราให้บริการทางรางตั้งแต่ไทย,ส่วนของอินเทอร์เนอร์ชั่นแนล เราให้บริการห่างหลากตั้งแต่ไทย
ไปลาว,อุปะ
ผ่านจีน แล้วก็ไปทางยุโรปครับ,จีนก็ไปทางยุโรปครับ
อันนี้คือเป็นเซอร์วิสทั้งหมดของทางทริพเพิลไอนี้ครับ,อันนี้คือเบนซ์สบิตทั้งหมดของความคิดใบนี้ครับ
ต่อไปเรียนเชิญคุณวิรัชในการให้ข้อมูลทางด้าน financial ครับ,ต่อไปเรียงเชิญระดับในการให้ข้อมูลถ่ายลูกด้านภายในเชื่อมครับ
